IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_DANVILLE,THICK_DANVILLE,TOP_HERRIN,THICK_HERRIN,TOP_SPRING,THICK_SPRING,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY
15900192000C,RICHLAND,-88.134725,38.628398,428,Oil and Gas Test,,-490,,-548,,-626,,,,,
15900193000C,RICHLAND,-88.132409,38.630237,433,Oil and Gas Test,,-493,,-557,,-632,,,,,
15900194000C,RICHLAND,-88.132424,38.633871,425,Oil and Gas Test,,-479,,-545,,-621,,,,,
15900195000C,RICHLAND,-88.137087,38.637452,416,Oil and Gas Test,Electric Log,-472,2.5,-544,,-614,4,-814,,,
15900196000C,RICHLAND,-88.132395,38.626598,429,Oil and Gas Test,,-509,,,,-645,,,,,
15900197000C,RICHLAND,-88.130129,38.639355,441,Oil and Gas Test,,-491,,-565,,-637,,,,,
15900199000C,RICHLAND,-88.258893,38.726078,442,Oil and Gas Test,Electric Log,-610,2,-663,,-728,4,-921,,,
15900201000C,RICHLAND,-88.204013,38.721932,494,Oil and Gas Test,,-479,,-530,,-592,,,,,
15900202000C,RICHLAND,-88.210805,38.711013,489,Oil and Gas Test,,-481,,-530,,-594,,,,,
15900203000C,RICHLAND,-88.213194,38.714709,492,Oil and Gas Test,,-483,,-532,,-594,,,,,
15900204000C,RICHLAND,-88.201398,38.707217,483,Oil and Gas Test,,-475,,-522,,-585,,,,,
15900205000C,RICHLAND,-88.174355,38.763537,511,Oil and Gas Test,,-481,,-526,,-581,,,,,
15900206000C,RICHLAND,-88.172025,38.763502,514,Oil and Gas Test,,-472,,-518,,-573,,,,,
15900209000C,RICHLAND,-88.169697,38.761634,504,Oil and Gas Test,,,,-511,,,,,,,
15900210000C,RICHLAND,-88.169691,38.763467,511,Oil and Gas Test,,-466,,-511,,-566,,,,,
15900211000C,RICHLAND,-88.153223,38.768802,488,Oil and Gas Test,,-486,,-529,,-593,,,,,
15900212000C,RICHLAND,-88.050018,38.840091,501,Oil and Gas Test,Electric Log,-510,,-584,,-611,4,-852,,-865,7.5
15900213000C,RICHLAND,-88.019839,38.724402,514,Oil and Gas Test,Electric Log,-558,2,-634,4.5,-714,6,-906,,,
15900214000C,RICHLAND,-88.254479,38.658868,452,Oil and Gas Test,Electric Log,-467,3,-510,,-574,3,-762,,,
15900215000C,RICHLAND,-88.259768,38.655418,449,Oil and Gas Test,Electric Log,-482,2.5,-528,,-591,4,-787,,,
15900216000C,RICHLAND,-87.988497,38.595086,476,Oil and Gas Test,,-450,,-520,,-608,,,,,
15900217000C,RICHLAND,-88.258528,38.663583,449,Oil and Gas Test,,-501,,-544,,-606,,,,,
15900218000C,RICHLAND,-88.269584,38.663028,449,Oil and Gas Test,Electric Log,-518,3.5,-560,,-619,4,-817,,,
15900219000C,RICHLAND,-88.267964,38.671166,421,Oil and Gas Test,,-519,,-559,,-619,,,,,
15900220000C,RICHLAND,-88.270371,38.643985,448,Oil and Gas Test,,-502,,-544,,-608,,,,,
15900221000C,RICHLAND,-88.258697,38.649026,454,Oil and Gas Test,,-464,,-516,,-582,,,,,
15900222000C,RICHLAND,-88.277281,38.646051,444,Oil and Gas Test,,-496,,-552,,-617,,,,,
15900223000C,RICHLAND,-88.122946,38.595717,434,Oil and Gas Test,Electric Log,-496,3,-562,,-633,3.5,-836,,,
15900224000C,RICHLAND,-88.274899,38.655002,439,Oil and Gas Test,,-505,,-545,,-655,,,,,
15900225000C,RICHLAND,-88.132293,38.606565,425,Oil and Gas Test,Electric Log,-486,2,-549,,-623,3,-832,,,
15900226000C,RICHLAND,-88.168169,38.619085,430,Oil and Gas Test,,-516,,-560,,-630,,,,,
15900227000C,RICHLAND,-88.053495,38.827953,505,Oil and Gas Test,,-501,,-585,,-625,,,,,
15900228000C,RICHLAND,-88.165658,38.604511,407,Oil and Gas Test,Electric Log,-519,5,-561,5,-631,4,-843,,,
15900229000C,RICHLAND,-88.1417,38.630145,407,Oil and Gas Test,,-473,,-535,,-607,,,,,
15900230000C,RICHLAND,-88.143982,38.621049,404,Oil and Gas Test,Electric Log,-488,2,-554,,-628,4,-832,,,
15900231000C,RICHLAND,-88.141651,38.619247,405,Oil and Gas Test,,-489,,-551,,-629,,,,,
15900232000C,RICHLAND,-88.132231,38.595672,432,Oil and Gas Test,Electric Log,-473,3.5,-543,,-605,4,-802,,,
15900233000C,RICHLAND,-88.125272,38.597525,433,Oil and Gas Test,Electric Log,-488,3,-557,,-628,4,-827,,,
15900234000C,RICHLAND,-88.067364,38.574345,457,Oil and Gas Test,Electric Log,-496,4,-539,,-618,4,-828,,,
15900235000C,RICHLAND,-88.065044,38.572533,458,Oil and Gas Test,,-492,,-532,,,,,,,
15900236000C,RICHLAND,-88.261073,38.68732,447,Oil and Gas Test,,-513,,-557,,-619,,,,,
15900237000C,RICHLAND,-88.263418,38.694647,451,Oil and Gas Test,,-535,,-579,,-643,,,,,
15900238000C,RICHLAND,-88.258714,38.685428,446,Oil and Gas Test,,-514,,-572,,-630,,,,,
15900239000C,RICHLAND,-88.267979,38.649341,453,Oil and Gas Test,,-475,,-531,,-597,,,,,
15900240000C,RICHLAND,-88.051129,38.833575,503,Oil and Gas Test,,-523,,-579,,-701,,,,,
15900241000C,RICHLAND,-88.146982,38.823809,486,Oil and Gas Test,,,,-516,,,,,,,
15900242000C,RICHLAND,-88.247684,38.702265,467,Oil and Gas Test,,-535,,-575,,-635,,,,,
15900243000C,RICHLAND,-88.253497,38.702341,458,Oil and Gas Test,Electric Log,-552,2,-592,,-650,4,-856,,,
15900244000C,RICHLAND,-88.240751,38.70402,467,Oil and Gas Test,,-508,,-548,,-611,,,,,
15900245000C,RICHLAND,-88.168709,38.69589,444,Oil and Gas Test,,-500,,-546,,-606,,,,,
15900246000C,RICHLAND,-88.254687,38.696724,456,Oil and Gas Test,Electric Log,-527,3,-574,,-636,4,-836,,,
15900247000C,RICHLAND,-88.250003,38.700445,466,Oil and Gas Test,,,,-574,,-634,,,,,
15900248000C,RICHLAND,-88.250037,38.696699,461,Oil and Gas Test,,-521,,-564,,-625,,,,,
15900249000C,RICHLAND,-88.24327,38.674488,467,Oil and Gas Test,,-471,,-516,,-577,,,,,
15900250000C,RICHLAND,-88.24561,38.672647,468,Oil and Gas Test,,-478,,-522,,-582,,,,,
15900251000C,RICHLAND,-88.247883,38.67816,460,Oil and Gas Test,,-484,,-526,,-584,,,,,
15900252000C,RICHLAND,-88.240897,38.680026,464,Oil and Gas Test,Electric Log,-460,2.5,-504,,-562,4,-756,,,
15900253000C,RICHLAND,-88.236265,38.680006,469,Oil and Gas Test,Electric Log,-458,3,-498,,-558,3,-745,,,
15900254000C,RICHLAND,-88.240968,38.672638,464,Oil and Gas Test,,-476,,-517,,-576,,,,,
15900255000C,RICHLAND,-88.238669,38.670793,463,Oil and Gas Test,Electric Log,-479,2,-519,,-581,4,-783,,,
15900256000C,RICHLAND,-88.236363,38.668954,445,Oil and Gas Test,,-473,,-517,,-581,,,,,
15900257000C,RICHLAND,-88.243307,38.670808,463,Oil and Gas Test,,-481,,-523,,-583,,,,,
15900258000C,RICHLAND,-88.241134,38.652487,450,Oil and Gas Test,,-484,,-530,,-606,,,,,
15900259000C,RICHLAND,-88.095067,38.685548,425,Oil and Gas Test,,-547,,-591,,-671,,,,,
15900260000C,RICHLAND,-88.102047,38.654405,440,Oil and Gas Test,Electric Log,-499,4,-550,,-624,3,-810,,,
15900261000C,RICHLAND,-88.18111,38.735501,482,Oil and Gas Test,Electric Log,-513,2.5,-564,,-632,4.5,-788,,,
15900262000C,RICHLAND,-88.076959,38.770435,450,Oil and Gas Test,,-470,,,,-600,,,,,
15900263000C,RICHLAND,-88.058083,38.774578,489,Oil and Gas Test,,-461,,-525,,-573,,,,,
15900264000C,RICHLAND,-88.062886,38.7708,486,Oil and Gas Test,Electric Log,-491,,-565,4,-612,4,-807,,,
15900266000C,RICHLAND,-88.058295,38.767264,482,Oil and Gas Test,,-498,,-548,,-618,,,,,
15900269000C,RICHLAND,-88.051273,38.772999,495,Oil and Gas Test,Electric Log,-460,,-535,,-582,3.5,-769,,,
15900270000C,RICHLAND,-88.055823,38.772824,496,Oil and Gas Test,,-462,,-518,,-570,,,,,
15900271000C,RICHLAND,-88.056032,38.765496,488,Oil and Gas Test,,-492,,-544,,-615,,,,,
15900272000C,RICHLAND,-88.053686,38.7674,490,Oil and Gas Test,Electric Log,-486,,-562,,-612,3.5,-811,,,
15900273000C,RICHLAND,-88.257764,38.831932,488,Oil and Gas Test,,-566,,-612,,-662,,,,,
15900274000C,RICHLAND,-88.098044,38.819722,476,Oil and Gas Test,,-504,,-570,,-614,,,,,
15900275000C,RICHLAND,-88.160082,38.737977,481,Oil and Gas Test,Electric Log,-492,,-545,,-609,5,-781,,,
15900276000C,RICHLAND,-88.216436,38.753237,495,Oil and Gas Test,,-555,,-605,,-675,,,,,
15900277000C,RICHLAND,-88.160465,38.781653,532,Oil and Gas Test,,-478,,-533,,-591,,,,,
15900278000C,RICHLAND,-88.160628,38.792649,538,Oil and Gas Test,,-450,,-506,,-558,,,,,
15900279000C,RICHLAND,-88.211966,38.790157,480,Oil and Gas Test,Electric Log,-590,2,-644,,-702,4.5,-892,,,
15900280000C,RICHLAND,-87.938471,38.703516,538,Oil and Gas Test,Electric Log,-500,,-574,4,-654,4.5,-852,,,
15900281000C,RICHLAND,-88.104351,38.65618,439,Oil and Gas Test,,-521,,-566,,-641,,,,,
15900282000C,RICHLAND,-88.106654,38.657961,440,Oil and Gas Test,,-520,,-564,,-635,,,,,
15900283000C,RICHLAND,-88.134741,38.673909,414,Oil and Gas Test,Electric Log,-501,,-544,,-612,5,-806,,,
15900284000C,RICHLAND,-88.137142,38.719589,439,Oil and Gas Test,Electric Log,-519,4,-573,4.5,-635,5,-834,,,
15900285000C,RICHLAND,-88.08381,38.797593,477,Oil and Gas Test,,-483,,-556,,-601,,,,,
15900286000C,RICHLAND,-88.079215,38.779472,474,Oil and Gas Test,,-466,,-530,,-576,,,,,
15900287000C,RICHLAND,-88.083911,38.770246,465,Oil and Gas Test,,-481,,-550,,-600,,,,,
15900288000C,RICHLAND,-88.079262,38.772191,478,Oil and Gas Test,,-422,,-548,,-602,,,,,
15900289000C,RICHLAND,-88.076925,38.774082,478,Oil and Gas Test,,-472,,-542,,-592,,,,,
15900290000C,RICHLAND,-88.053472,38.842799,492,Oil and Gas Test,,-516,,-588,,-628,,,,,
15900291000C,RICHLAND,-88.265631,38.672917,449,Oil and Gas Test,,-511,,-557,,-616,,,,,
15900292000C,RICHLAND,-88.281927,38.650029,444,Oil and Gas Test,Electric Log,-507,3,-559,,-612,3,-814,,,
15900293000C,RICHLAND,-88.272628,38.667662,417,Oil and Gas Test,,-518,,-548,,-608,,,,,
15900294000C,RICHLAND,-88.258538,38.665409,444,Oil and Gas Test,,-504,,-551,,-610,,,,,
15900295000C,RICHLAND,-88.265535,38.660157,447,Oil and Gas Test,,-509,,,,-613,,,,,
15900296000C,RICHLAND,-88.267936,38.667519,420,Oil and Gas Test,,-520,,-560,,-620,,,,,
15900297000C,RICHLAND,-88.270298,38.669413,442,Oil and Gas Test,,-472,,-562,,-618,,,,,
15900298000C,RICHLAND,-88.25657,38.689154,456,Oil and Gas Test,,-499,,,,-610,,,,,
15900299000C,RICHLAND,-88.208295,38.687155,475,Oil and Gas Test,Electric Log,-481,2.5,-523,,-583,4,-775,,,
15900300000C,RICHLAND,-88.180358,38.717872,463,Oil and Gas Test,,-482,,,,-601,,,,,
15900301000C,RICHLAND,-88.260949,38.674593,452,Oil and Gas Test,,-488,,-538,,-596,,,,,
15900302000C,RICHLAND,-87.957936,38.596757,426,Oil and Gas Test,,-436,,-501,,-586,,,,,
15900303000C,RICHLAND,-87.969705,38.589383,439,Oil and Gas Test,,-446,,-531,,-601,,,,,
15900304000C,RICHLAND,-88.130082,38.628448,438,Oil and Gas Test,,-498,,-568,,-642,,,,,
15900305000C,RICHLAND,-88.068518,38.57067,463,Oil and Gas Test,Electric Log,-512,4,-551,,-634,4,-843,,,
15900306000C,RICHLAND,-88.071986,38.570647,458,Oil and Gas Test,,-517,,-554,,-637,,,,,
15900307000C,RICHLAND,-87.967091,38.637197,439,Oil and Gas Test,,-461,,-531,,-626,,,,,
15900308000C,RICHLAND,-88.076712,38.680545,476.6,Oil and Gas Test,,,,-593.4,,,,,,,
15900309000C,RICHLAND,-88.250193,38.679983,462,Oil and Gas Test,,-483,,-528,,-588,,,,,
15900310000C,RICHLAND,-88.196968,38.727292,489,Oil and Gas Test,Electric Log,-485,3.5,-539,,-601,4,-766,,,
15900311000C,RICHLAND,-88.22019,38.716653,491,Oil and Gas Test,,-489,,-539,,-599,,,,,
15900312000C,RICHLAND,-88.217925,38.720298,493,Oil and Gas Test,,-482,,-527,,-592,,,,,
15900313000C,RICHLAND,-88.220247,38.720332,491,Oil and Gas Test,,-487,,-533,,-605,,,,,
15900314000C,RICHLAND,-88.224884,38.720396,491,Oil and Gas Test,,-491,,-539,,-599,,,,,
15900315000C,RICHLAND,-88.222485,38.714848,486,Oil and Gas Test,,-490,,-539,,-599,,,,,
15900316000C,RICHLAND,-88.256575,38.68726,456,Oil and Gas Test,,-490,,,,-610,,,,,
15900317000C,RICHLAND,-88.243401,38.663489,456,Oil and Gas Test,,-472,,-518,,-584,,,,,
15900318000C,RICHLAND,-88.243354,38.66715,461,Oil and Gas Test,,-465,,-513,,-573,,,,,
15900319000C,RICHLAND,-88.254524,38.665363,455,Oil and Gas Test,,-475,,-523,,-585,,,,,
15900320000C,RICHLAND,-87.983739,38.600593,488,Oil and Gas Test,,-466,,-514,,-615,,,,,
15900321000C,RICHLAND,-88.146286,38.617401,406,Oil and Gas Test,,-494,,-564,,-648,,,,,
15900322000C,RICHLAND,-88.234034,38.670779,454,Oil and Gas Test,,-472,,-516,,-578,,,,,
15900323000C,RICHLAND,-88.18585,38.749104,503,Oil and Gas Test,,-493,,-539,,-595,,,,,
15900324000C,RICHLAND,-88.24684,38.667152,462,Oil and Gas Test,Electric Log,-458,2,-512,,-575,3.5,-778,,,
15900325000C,RICHLAND,-88.236303,38.676315,467,Oil and Gas Test,,-465,,-507,,-573,,,,,
15900326000C,RICHLAND,-88.137181,38.619274,418,Oil and Gas Test,Electric Log,-496,3,-557,,-631,3.5,-837,,,
15900327000C,RICHLAND,-88.188185,38.750958,506,Oil and Gas Test,,-486,,-536,,-594,,,,,
15900328000C,RICHLAND,-87.995582,38.587773,484,Oil and Gas Test,,-439,,-504,,-587,,,,,
15900329000C,RICHLAND,-87.986079,38.602449,496,Oil and Gas Test,,-469,,-520,,-608,,,,,
15900330000C,RICHLAND,-88.134707,38.624756,416,Oil and Gas Test,,-502,,-562,,-638,,,,,
15900331000C,RICHLAND,-87.993324,38.574788,479,Oil and Gas Test,,-437,,-484,,-567,,,,,
15900332000C,RICHLAND,-88.263378,38.681941,453,Oil and Gas Test,,-509,,-563,,-623,,,,,
15900333000C,RICHLAND,-88.256485,38.676304,456,Oil and Gas Test,,-488,,-540,,-600,,,,,
15900334000C,RICHLAND,-88.243203,38.68187,464,Oil and Gas Test,,-471,,-516,,-576,,,,,
15900335000C,RICHLAND,-88.256516,38.679943,456,Oil and Gas Test,,-488,,-548,,-608,,,,,
15900336000C,RICHLAND,-88.194374,38.710733,468,Oil and Gas Test,,-472,,-520,,-588,,,,,
15900337000C,RICHLAND,-88.199068,38.708999,482,Oil and Gas Test,,-466,,-512,,-582,,,,,
15900338000C,RICHLAND,-88.215364,38.705578,487,Oil and Gas Test,,-481,,-523,,-589,,,,,
15900339000C,RICHLAND,-88.274926,38.651383,435,Oil and Gas Test,,-497,,-540,,-605,,,,,
15900340000C,RICHLAND,-88.274956,38.647766,441,Oil and Gas Test,,-495,,-549,,-613,,,,,
15900341000C,RICHLAND,-88.281907,38.646266,431,Oil and Gas Test,,-507,,-552,,-615,,,,,
15900342000C,RICHLAND,-88.065192,38.693523,446,Oil and Gas Test,Electric Log,-537,4,-594,,-670,4,-881,,,
15900343000C,RICHLAND,-88.113789,38.706089,421,Oil and Gas Test,Electric Log,-548,3.5,-597,,-679,5.5,-838,,,
15900344000C,RICHLAND,-88.250348,38.665345,457,Oil and Gas Test,,-463,,-523,,-583,,,,,
15900345000C,RICHLAND,-88.25495,38.669015,459,Oil and Gas Test,,-481,,-533,,-591,,,,,
15900346000C,RICHLAND,-88.056138,38.761834,494,Oil and Gas Test,,-496,,-566,,-616,,,,,
15900347000C,RICHLAND,-88.058478,38.759966,476,Oil and Gas Test,Electric Log,-500,,-572,,-626,3.5,-840,,,
15900348000C,RICHLAND,-88.063125,38.75985,449,Oil and Gas Test,,-486,,-571,,-626,,,,,
15900349000C,RICHLAND,-88.127601,38.599328,436,Oil and Gas Test,,-474,,-544,,-610,,,,,
15900350000C,RICHLAND,-88.274969,38.640494,447,Oil and Gas Test,,-507,,-556,,-619,,,,,
15900351000C,RICHLAND,-88.119437,38.65048,440,Oil and Gas Test,Electric Log,-530,4,-607,,-656,4,-848,,,
15900352000C,RICHLAND,-88.241811,38.602188,406,Oil and Gas Test,Electric Log,-488,4,-550,,-618,4,-802,,,
15900353000C,RICHLAND,-88.207207,38.610286,442,Oil and Gas Test,Electric Log,-482,3,,,-625,4,-832,,,
15900354000C,RICHLAND,-88.172557,38.604588,426,Oil and Gas Test,Electric Log,-509,4,-553,,-624,4,-830,,,
15900356000C,RICHLAND,-88.163523,38.617215,423,Oil and Gas Test,Electric Log,-491,4,-541,,-611,4,-817,,,
15900357000C,RICHLAND,-88.19103,38.61394,445,Oil and Gas Test,Electric Log,-507,3.5,-551,,-622,5,-826,,,
15900358000C,RICHLAND,-88.239865,38.635018,446,Oil and Gas Test,Electric Log,-488,3,-532,,-596,4,-796,,,
15900359000C,RICHLAND,-88.195912,38.635813,490,Oil and Gas Test,Electric Log,-489,3.5,-530,,-594,4,-797,,,
15900360000C,RICHLAND,-88.155469,38.635441,407,Oil and Gas Test,Electric Log,-491,3,-543,,-612,,-787,,,
15900364000C,RICHLAND,-88.127619,38.602965,412,Oil and Gas Test,Electric Log,-472,2,-540,,-607,3.5,-800,,,
15900368000C,RICHLAND,-88.111565,38.633267,443,Oil and Gas Test,Electric Log,-515,3,-565,,-642,4,-821,,,
15900370000C,RICHLAND,-87.918339,38.576342,461,Oil and Gas Test,Electric Log,-335,3.5,-375,4,-460,3.5,,,,
15900371000C,RICHLAND,-87.918153,38.585531,452,Oil and Gas Test,Electric Log,-332,3.5,-373,,-461,4.5,,,,
15900373000C,RICHLAND,-88.009967,38.60814,540,Oil and Gas Test,Electric Log,-464,2.5,-530,,-615,5,-816,,,
15900378000C,RICHLAND,-88.004874,38.622811,556,Oil and Gas Test,Electric Log,-482,3.5,-547,,-632,4,-832,,,
15900380000C,RICHLAND,-87.957692,38.638988,461,Oil and Gas Test,Electric Log,-470,2.5,-540,4.5,-624,4,-815,,,
15900382000C,RICHLAND,-88.184168,38.617573,448,Oil and Gas Test,Electric Log,-505,3,-545,,-617,4,-817,,,
15900383000C,RICHLAND,-88.21654,38.608513,430,Oil and Gas Test,Electric Log,-492,2,-552,,-620,4,-824,,,
15900384000C,RICHLAND,-88.244304,38.609438,408,Oil and Gas Test,Electric Log,-471,3,-544,3.5,-616,4,-792,,,
15900385000C,RICHLAND,-88.090328,38.612283,460,Oil and Gas Test,Electric Log,-515,3,-561,,-635,4.5,-850,,,
15900386000C,RICHLAND,-88.031864,38.630097,511,Oil and Gas Test,Electric Log,-498,,-559,4,-641,3,-854,,,
15900387000C,RICHLAND,-88.031943,38.613452,498,Oil and Gas Test,Electric Log,-482,3,-549,4.5,-634,4,-849,,,
15900388000C,RICHLAND,-87.93696,38.583765,459,Oil and Gas Test,Electric Log,-375,3,-440,3,-521,3,,,,
15900389000C,RICHLAND,-87.925428,38.570874,450,Oil and Gas Test,Electric Log,-362,3.5,-401,4,-502,6,,,,
15900390000C,RICHLAND,-87.934515,38.600399,492,Oil and Gas Test,Electric Log,-366,2.5,-438,,-534,5,-725,,,
15900392000C,RICHLAND,-87.964876,38.600438,427,Oil and Gas Test,Electric Log,-447,,-507,,-591,4,-791,,,
15900393000C,RICHLAND,-88.083606,38.630736,483,Oil and Gas Test,Electric Log,-519,2.5,-566,,-643,3,-863,,,
15900395000C,RICHLAND,-88.014826,38.643004,492,Oil and Gas Test,Electric Log,-488,3,-551,,-645,5.5,-834,,,
15900403000C,RICHLAND,-87.983992,38.576483,436,Oil and Gas Test,Electric Log,-431,,-487,5,-570,3,-769,,,
15900406000C,RICHLAND,-88.044505,38.731283,531,Oil and Gas Test,Electric Log,-550,2.5,-615,4,-687,4.5,-879,,,
15900408000C,RICHLAND,-87.947569,38.768011,482,Oil and Gas Test,Electric Log,-457,,-523,,-579,3.5,-782,,,
15900411000C,RICHLAND,-88.163176,38.818339,495,Oil and Gas Test,Electric Log,-463,2,-530,,-575,4,-776,,,
15900412000C,RICHLAND,-88.260917,38.670951,452,Oil and Gas Test,Electric Log,-494,3,-541,,-599,4,-798,,-831,
15900413000C,RICHLAND,-88.196877,38.719961,479,Oil and Gas Test,Electric Log,-483,2,-547,,-612,4,-781,,,
15900416000C,RICHLAND,-88.111485,38.805932,453,Oil and Gas Test,Electric Log,-500,,-572,,-625,3,-813,,,
15900420000C,RICHLAND,-88.155739,38.781595,494,Oil and Gas Test,Electric Log,-470,,-529,,-581,4,-758,,-784,4
15900428000C,RICHLAND,-88.070122,38.748919,494,Oil and Gas Test,Electric Log,-542,3,-614,,-678,3.5,-884,,,
15900429000C,RICHLAND,-88.240796,38.691105,465,Oil and Gas Test,Electric Log,-480,3,-531,,-581,4,-771,,,
15900431000C,RICHLAND,-88.196631,38.655833,474,Oil and Gas Test,Electric Log,-483,3.5,,,-593,3,-791,,,
15900432000C,RICHLAND,-88.170192,38.802127,531,Oil and Gas Test,Electric Log,-479,,-544,5,-594,3,-769,,-794,
15900435000C,RICHLAND,-88.101988,38.674471,450,Oil and Gas Test,Electric Log,-535,3.5,-583,,-658,4,-845,,,
15900445000C,RICHLAND,-88.179397,38.786563,565,Oil and Gas Test,Electric Log,-482,2,-535,,-588,3.5,-767,,-778,
15900449000C,RICHLAND,-88.221137,38.742402,507,Oil and Gas Test,Electric Log,-516,2.5,-568,,-627,4,-801,,,
15900452000C,RICHLAND,-88.126393,38.842867,478,Oil and Gas Test,Electric Log,-452,,-515,,-551,4,-762,,-785,
15900454000C,RICHLAND,-88.190721,38.842287,480,Oil and Gas Test,Electric Log,-575,,-632,,-676,4,-886,,-904,3.5
15900455000C,RICHLAND,-88.170107,38.789097,559,Oil and Gas Test,Electric Log,-468,,-527,,-580,4,-755,,-768,
15900457000C,RICHLAND,-88.041907,38.607724,497,Oil and Gas Test,Electric Log,-491,2,-556,,-637,4,-849,,,
15900458000C,RICHLAND,-88.213069,38.70738,484,Oil and Gas Test,Electric Log,-488,3,-535,,-599,3.5,-777,,,
15900468000C,RICHLAND,-88.08194,38.822036,471,Oil and Gas Test,Electric Log,,,-600,5,-642,4,-842,,-855,
15900472000C,RICHLAND,-88.240733,38.698487,467,Oil and Gas Test,Electric Log,-491,3,-535,,-592,3,-788,,,
15900474000C,RICHLAND,-88.111433,38.802121,460,Oil and Gas Test,Electric Log,-497,,-571,,-620,4,-811,,,
15900475000C,RICHLAND,-88.178114,38.727129,479,Oil and Gas Test,Electric Log,-514,2,-566,,-631,4,-813,,,
15900476000C,RICHLAND,-88.222357,38.679939,471,Oil and Gas Test,Electric Log,-481,3,-523,,-581,4,-775,,,
15900482000C,RICHLAND,-88.093231,38.789908,473,Oil and Gas Test,Electric Log,-488,,-563,,-609,4,-803,,,
15900486000C,RICHLAND,-88.022119,38.80675,478,Oil and Gas Test,Electric Log,-476,2,-550,5,-594,3.5,-799,,,
15900487000C,RICHLAND,-88.235154,38.712632,481,Oil and Gas Test,Electric Log,-516,3.5,-560,,-625,4,-785,,,
15900489000C,RICHLAND,-87.987693,38.727773,530,Oil and Gas Test,Electric Log,-533,2,-607,,-676,4,-888,,,
15900490000C,RICHLAND,-88.25199,38.781052,460,Oil and Gas Test,Electric Log,-559,2,-608,,-663,4.5,-867,,,
15900497000C,RICHLAND,-88.199966,38.756692,538,Oil and Gas Test,Electric Log,-482,,-532,,-587,4,-760,,-799,
15900499000C,RICHLAND,-88.137113,38.777988,527,Oil and Gas Test,Electric Log,-476,,-538,,-590,4,-773,,,
15900503000C,RICHLAND,-88.203665,38.663234,451,Oil and Gas Test,Electric Log,-492,3.5,-533,,-597,3.5,-791,,,
15900505000C,RICHLAND,-88.234057,38.659779,437,Oil and Gas Test,Electric Log,-470,3,-516,,-583,4,-778,,,
15900510000C,RICHLAND,-88.074458,38.700598,455,Oil and Gas Test,Electric Log,-531,3.5,-584,,-658,4,-855,,,
15900511000C,RICHLAND,-87.988069,38.657593,494,Oil and Gas Test,Electric Log,-461,,-539,5,-616,3,-812,,,
15900512000C,RICHLAND,-88.1461,38.571758,399,Oil and Gas Test,Electric Log,-491,3,-545,,-621,4,-831,,,
15900516000C,RICHLAND,-88.202243,38.740301,540,Oil and Gas Test,Electric Log,-483,3,-530,,-590,4,-760,,,
15900519000C,RICHLAND,-88.184952,38.679623,455,Oil and Gas Test,Electric Log,-517,3,-560,,-624,3.5,-821,,,
15900522000C,RICHLAND,-88.241195,38.727947,484,Oil and Gas Test,Electric Log,-536,2.5,-581,3.5,-642,3.5,-821,,,
15900527000C,RICHLAND,-88.282167,38.693465,418,Oil and Gas Test,Electric Log,-580,3,-625,,-682,4,-888,,-928,
15900537000C,RICHLAND,-88.132221,38.648464,418,Oil and Gas Test,Electric Log,-511,2.5,-562,,-631,3,-827,,,
15900543000C,RICHLAND,-87.990468,38.652074,488,Oil and Gas Test,Electric Log,-466,,-526,4.5,-620,4,-818,,,
15900548000C,RICHLAND,-88.127945,38.811302,471,Oil and Gas Test,Electric Log,-485,,-557,,-608,3.5,-691,,,
15900555000C,RICHLAND,-88.10984,38.824919,461,Oil and Gas Test,Electric Log,-502,2.5,-571,,-614,3.5,-814,,-852,4
15900558000C,RICHLAND,-88.081352,38.707696,464,Oil and Gas Test,Electric Log,-524,4,-583,,-658,4.5,-863,,,
15900563000C,RICHLAND,-87.955057,38.694295,534,Oil and Gas Test,Electric Log,-528,2,-598,4,-679,4.5,-879,,,
15900571000C,RICHLAND,-88.147041,38.842363,493,Oil and Gas Test,Electric Log,-485,2,-550,,-592,4,-779,,-795,
15900574000C,RICHLAND,-87.957861,38.613281,446,Oil and Gas Test,Electric Log,-475,3,-515,4,-598,3.5,-796,,,
15900575000C,RICHLAND,-88.111305,38.643333,440,Oil and Gas Test,Electric Log,-503,2,-573,,-662,6,-809,,,
15900579000C,RICHLAND,-88.214017,38.732188,513,Oil and Gas Test,Electric Log,-468,,-520,,-577,4,-753,,-786,
15900582000C,RICHLAND,-88.279813,38.686129,434,Oil and Gas Test,Electric Log,,,-605,,-668,4,-871,,-909,
15900584000C,RICHLAND,-88.130266,38.809349,472,Oil and Gas Test,Electric Log,-473,,-543,,-593,3,-773,,,
15900585000C,RICHLAND,-88.19761,38.754813,524,Oil and Gas Test,Electric Log,-489,,-540,,-602,4,-767,,,
15900588000C,RICHLAND,-88.211004,38.712264,493,Oil and Gas Test,Electric Log,-477,2,-527,,-587,3.5,-768,,,
15900591000C,RICHLAND,-88.139492,38.807233,478,Oil and Gas Test,Electric Log,-454,,,,-572,4,-754,,,
15900593000C,RICHLAND,-88.044133,38.635355,520,Oil and Gas Test,Electric Log,-492,2.5,-561,4,-638,4,-841,,,
